feature	ham_probability	spam_probability
julie	0.00016910401778457985	1.3852932832115753e-05
redlined	2.1876328303309166e-06	2.7705865664231505e-07
neighborhood	1.968869547297825e-06	3.6017625363500957e-06
thesoleilgroup	2.1876328303309168e-07	8.311759699269452e-07
psngujm	2.1876328303309168e-07	5.541173132846301e-07
happilly	2.1876328303309168e-07	1.1082346265692602e-06
xsaqwrnfot	2.1876328303309168e-07	5.541173132846301e-07
oaln	2.1876328303309168e-07	5.541173132846301e-07
degree	3.062685962463283e-05	6.843348819065182e-05
durham	1.7501062642647334e-06	4.155879849634726e-06
condor	4.3752656606618335e-07	8.311759699269452e-07
psy	2.1876328303309168e-07	8.311759699269452e-07
szyhbckzi	2.1876328303309168e-07	5.541173132846301e-07
beetle	2.1876328303309168e-07	2.2164692531385204e-06
topaqualitydsoftw	2.1876328303309168e-07	5.541173132846301e-07
olex	2.1876328303309168e-07	1.6623519398538903e-06
dormitorios	2.1876328303309168e-07	1.1082346265692602e-06
5110	2.1876328303309168e-07	5.541173132846301e-07
horne	1.31257969819855e-06	2.7705865664231505e-07
1341	4.3752656606618335e-07	1.6623519398538903e-06
telle	2.1876328303309168e-07	5.541173132846301e-07
prevents	1.968869547297825e-06	3.0476452230654656e-06
aroyo	2.1876328303309168e-07	1.1082346265692602e-06
wodnicki	3.0626859624632834e-06	2.7705865664231505e-07
msgtennirbweenotebooks	2.1876328303309168e-07	5.541173132846301e-07
kinblmglf	2.1876328303309168e-07	5.541173132846301e-07
lamp	2.1876328303309168e-07	2.4935279097808355e-06
tailed	4.3752656606618335e-07	5.541173132846301e-07
atwood	4.3752656606618335e-07	2.7705865664231505e-06
dipped	5.031555509761108e-06	8.311759699269452e-07
integrity	2.4282724416673175e-05	1.7454695368465848e-05
stated	7.10980669857548e-05	0.00011082346265692603
hkietyu	2.1876328303309168e-07	8.311759699269452e-07
england	4.594028943694925e-05	2.2164692531385204e-05
tuberculosisvivid	2.1876328303309168e-07	5.541173132846301e-07
treacheries	2.1876328303309168e-07	5.541173132846301e-07
cardinali	4.3752656606618335e-07	2.7705865664231505e-07
sayfalarinin	2.1876328303309168e-07	1.3852932832115753e-06
pocketbr	2.1876328303309168e-07	5.541173132846301e-07
orchestrating	4.3752656606618335e-07	2.7705865664231505e-07
filadelfii	4.3752656606618335e-07	2.7705865664231505e-07
lrse	2.1876328303309168e-07	5.541173132846301e-07
576	6.344135207959658e-06	2.4935279097808355e-06
churchgoing	2.1876328303309168e-07	3.3247038797077806e-06
nineteen	2.1876328303309168e-07	1.4961167458685014e-05
attitudedamon	2.1876328303309168e-07	5.541173132846301e-07
lqiz	2.1876328303309168e-07	5.541173132846301e-07
galvan	2.8439226794301917e-06	2.7705865664231505e-07
cse	2.1876328303309168e-07	5.541173132846301e-07
4100	1.7501062642647334e-06	5.8182317894886165e-06
jogyx	2.1876328303309168e-07	5.541173132846301e-07
blunt	1.5313429812316417e-06	1.3852932832115753e-06
doga	2.1876328303309168e-07	5.541173132846301e-07
utilisation	1.5313429812316417e-06	5.541173132846301e-07
odx	2.1876328303309168e-07	5.541173132846301e-07
oceny	4.3752656606618335e-07	2.7705865664231505e-07
brunei	2.1876328303309168e-07	1.2744698205546493e-05
ydjiv	2.1876328303309168e-07	5.541173132846301e-07
differencethey	2.1876328303309168e-07	5.541173132846301e-07
ssl	8.750531321323667e-07	5.8182317894886165e-06
hooligan	2.1876328303309168e-07	1.6623519398538903e-06
rotated	2.4063961133640083e-06	8.311759699269452e-07
cabinetry	2.1876328303309168e-07	4.432938506277041e-06
csnet	2.1876328303309168e-07	5.541173132846301e-06
gth	2.1876328303309168e-07	5.541173132846301e-07
cresswell	8.750531321323667e-07	2.7705865664231505e-07
1724	4.3752656606618335e-07	2.7705865664231505e-07
kindergarten	4.3752656606618335e-07	1.1082346265692602e-06
37210	2.1876328303309168e-07	8.311759699269452e-07
alrite	2.1876328303309168e-07	1.1082346265692602e-06
aipzpz	2.1876328303309168e-07	5.541173132846301e-07
steaming	2.1876328303309168e-07	2.4935279097808355e-06
rote	2.1876328303309168e-07	1.6623519398538903e-06
32885	2.1876328303309168e-07	8.311759699269452e-07
infoworld	2.1876328303309168e-07	8.311759699269452e-07
oingwell	2.1876328303309168e-07	5.541173132846301e-07
batchl	2.1876328303309168e-07	8.311759699269452e-07
ling	5.031555509761108e-06	4.155879849634726e-06
loonkost	2.1876328303309168e-07	1.9394105964962054e-06
yawning	8.750531321323667e-07	2.7705865664231505e-07
altogther	4.3752656606618335e-07	2.7705865664231505e-07
mdo	2.1876328303309168e-07	5.541173132846301e-07
2002012310	4.3752656606618335e-07	2.7705865664231505e-07
expending	2.1876328303309168e-07	5.541173132846301e-07
markers	1.0938164151654583e-06	5.541173132846301e-07
reneeb	4.3752656606618335e-07	2.7705865664231505e-07
belch	2.1876328303309168e-07	3.3247038797077806e-06
gigt	2.1876328303309168e-07	8.311759699269452e-07
importpasture	2.1876328303309168e-07	5.541173132846301e-07
expediteur	1.5313429812316417e-06	2.7705865664231505e-07
wiith	2.1876328303309168e-07	5.541173132846301e-07
quahog	2.1876328303309168e-07	3.6017625363500957e-06
hceio	2.1876328303309168e-07	5.541173132846301e-07
1877	2.1876328303309168e-07	1.9394105964962054e-06
wtauukibr	2.1876328303309168e-07	5.541173132846301e-07
spodnie	6.56289849099275e-07	2.7705865664231505e-07
isoto	2.1876328303309168e-07	8.311759699269452e-07
rocketmail	4.3752656606618335e-07	2.7705865664231505e-07
communicate	3.850233781382413e-05	2.7151748350946876e-05
worldwidemanagement	2.1876328303309168e-07	5.541173132846301e-07
mercuryinlaid	2.1876328303309168e-07	5.541173132846301e-07
riegel	4.3752656606618335e-07	2.7705865664231505e-07
belly	1.0938164151654583e-06	4.709997162919356e-06
wpqvhrmpi	2.1876328303309168e-07	5.541173132846301e-07
retai	2.1876328303309168e-07	6.926466416057877e-06
unintermittent	2.1876328303309168e-07	1.9394105964962054e-06
lucha	2.1876328303309168e-07	8.311759699269452e-07
billi	4.3752656606618335e-07	2.7705865664231505e-07
realnetworks	2.1876328303309168e-07	9.974111639123342e-06
stered	2.1876328303309168e-07	2.2164692531385204e-06
greece	3.93773909459565e-06	6.095290446130931e-06
sharecrop	2.1876328303309168e-07	1.6623519398538903e-06
efse	2.1876328303309168e-07	5.541173132846301e-07
269	2.4063961133640083e-06	2.133351656145826e-05
4143	2.1876328303309168e-07	8.311759699269452e-07
zoe	8.750531321323667e-07	1.6623519398538903e-06
agricole	4.3752656606618335e-07	8.311759699269452e-07
davidst	2.1876328303309168e-07	5.541173132846301e-07
gasket	2.1876328303309168e-07	1.6623519398538903e-06
pbovu	2.1876328303309168e-07	5.541173132846301e-07
88998	2.1876328303309168e-07	5.541173132846301e-07
uvisit	2.1876328303309168e-07	8.311759699269452e-07
palliate	2.1876328303309168e-07	1.1082346265692602e-06
shore	2.5595304114871725e-05	9.697052982481026e-06
nkgtxkhx	2.1876328303309168e-07	5.541173132846301e-07
gougers	4.3752656606618335e-07	2.7705865664231505e-07
turnaround	9.406821170422941e-06	2.632057238101993e-05
chromolithograph	2.1876328303309168e-07	8.311759699269452e-07
pbc	2.1876328303309168e-07	8.311759699269452e-07
ldupnj	2.1876328303309168e-07	5.541173132846301e-07
indefensibility	2.1876328303309168e-07	8.311759699269452e-07
reunion	1.31257969819855e-06	1.9394105964962054e-06
699	4.3752656606618335e-07	5.264114476203986e-06
tjttq	2.1876328303309168e-07	5.541173132846301e-07
qaw	2.1876328303309168e-07	8.311759699269452e-07
jrgbm	2.1876328303309168e-07	8.311759699269452e-07
adverting	2.1876328303309168e-07	5.541173132846301e-07
montpellier	4.3752656606618335e-07	2.7705865664231505e-07
ons	8.750531321323667e-07	6.926466416057877e-06
cysteine	2.1876328303309168e-07	2.4935279097808355e-06
walgreens	2.1876328303309168e-07	1.1082346265692602e-06
lovedealspace	2.1876328303309168e-07	5.541173132846301e-07
swipes	8.750531321323667e-07	2.7705865664231505e-07
backless	2.1876328303309168e-07	5.541173132846301e-07
perquisite	2.1876328303309168e-07	1.1082346265692602e-06
shahdoms	2.1876328303309168e-07	2.4935279097808355e-06
up	0.001532218034363774	0.0012802880523441378
going	0.0004644344498792536	0.00029894629051705797
extremal	2.1876328303309168e-07	1.3852932832115753e-06
mep	4.3752656606618335e-07	2.7705865664231505e-07
88288	2.1876328303309168e-07	5.541173132846301e-07
bzw	2.1876328303309168e-07	5.541173132846301e-07
benkley	4.3752656606618335e-07	2.7705865664231505e-07
125220	2.1876328303309168e-07	1.1082346265692602e-06
kebler	1.0938164151654583e-06	2.7705865664231505e-07
gswmc	2.1876328303309168e-07	5.541173132846301e-07
hhm	2.1876328303309168e-07	1.1082346265692602e-06
ihh	2.1876328303309168e-07	5.541173132846301e-07
yraq	2.1876328303309168e-07	5.541173132846301e-07
indenture	2.1876328303309168e-07	1.3852932832115753e-06
6135	4.3752656606618335e-07	2.7705865664231505e-07
22050	2.1876328303309168e-07	5.541173132846301e-07
quotetalk	2.1876328303309168e-07	8.311759699269452e-07
tiles	8.750531321323667e-07	2.7705865664231505e-07
jepson	8.750531321323667e-07	2.7705865664231505e-07
lowercase	1.0938164151654583e-06	2.7705865664231505e-07
karbarz	4.3752656606618335e-07	2.7705865664231505e-07
5211	2.1876328303309168e-07	1.1082346265692602e-06
hemarthrosis	2.1876328303309168e-07	2.7705865664231505e-06
teacle	4.3752656606618335e-07	2.7705865664231505e-07
mozgoebstvo	2.1876328303309168e-07	5.541173132846301e-07
quello	2.1876328303309168e-07	5.541173132846301e-07
fnlijq	2.1876328303309168e-07	8.311759699269452e-07
fkmm	2.1876328303309168e-07	5.541173132846301e-07
kjroeker	4.3752656606618335e-07	2.7705865664231505e-07
firenze	2.1876328303309168e-07	1.1082346265692602e-06
mtbe	1.6626009510514968e-05	2.7705865664231505e-07
clip	2.1876328303309166e-06	6.372349102773247e-06
kimmel	1.31257969819855e-06	1.1082346265692602e-06
jgzkms	2.1876328303309168e-07	5.541173132846301e-07
squint	2.1876328303309168e-07	1.6623519398538903e-06
secdeye	2.1876328303309168e-07	8.311759699269452e-07
mitarbeit	2.1876328303309168e-07	5.541173132846301e-07
huynh	4.3752656606618335e-07	2.7705865664231505e-07
arteries	2.1876328303309168e-07	5.541173132846301e-07
atwalgreens	2.1876328303309168e-07	5.541173132846301e-07
lungreen	2.1876328303309168e-07	5.541173132846301e-07
surmised	4.3752656606618335e-07	2.7705865664231505e-07
proffitt	2.8439226794301917e-06	2.7705865664231505e-07
cerri	8.750531321323667e-07	2.7705865664231505e-07
close	0.00029008011330187956	0.00010223464430101426
losvement	2.1876328303309168e-07	5.541173132846301e-07
mtdbalo	4.3752656606618335e-07	2.7705865664231505e-07
celebrations	4.3752656606618335e-07	2.7705865664231505e-07
warburg	4.1783787059320505e-05	2.7705865664231505e-07
determination	1.4219613397150958e-05	3.6017625363500957e-06
ducatbrian	2.1876328303309168e-07	5.541173132846301e-07
missss	2.1876328303309168e-07	1.9394105964962054e-06
keptfitzroy	2.1876328303309168e-07	5.541173132846301e-07
729307	4.3752656606618335e-07	2.7705865664231505e-07
lvd	4.3752656606618335e-07	5.541173132846301e-07
permite	2.1876328303309168e-07	4.155879849634726e-06
incorreta	2.1876328303309168e-07	5.541173132846301e-07
974	1.2250743849853134e-05	3.0476452230654656e-06
crosshatch	2.1876328303309168e-07	4.432938506277041e-06
deerstalker	2.1876328303309168e-07	1.9394105964962054e-06
plebeian	2.1876328303309168e-07	1.9394105964962054e-06
capitaladvertisers	2.1876328303309168e-07	5.541173132846301e-07
kgrlka	2.1876328303309168e-07	5.541173132846301e-07
primeness	2.1876328303309168e-07	5.541173132846301e-07
39647	8.750531321323667e-07	2.7705865664231505e-07
intertemporal	4.3752656606618335e-07	2.7705865664231505e-07
3063	2.1876328303309168e-07	5.541173132846301e-07
dogtrot	2.1876328303309168e-07	2.4935279097808355e-06
tionlimited	2.1876328303309168e-07	6.926466416057877e-06
truly	2.3188908001507718e-05	5.1532910135470604e-05
60508800	2.1876328303309168e-07	5.541173132846301e-07
blarcum	4.3752656606618335e-07	2.7705865664231505e-07
deepin	2.1876328303309168e-07	5.541173132846301e-07
ioaxint	2.1876328303309168e-07	8.311759699269452e-07
wdv	2.1876328303309168e-07	5.541173132846301e-07
petticoats	2.1876328303309168e-07	5.541173132846301e-07
ijrnplj	2.1876328303309168e-07	5.541173132846301e-07
msowaolp	6.56289849099275e-07	2.7705865664231505e-07
ermin	2.1876328303309168e-07	2.4935279097808355e-06
squinted	2.1876328303309168e-07	5.541173132846301e-07
ezckl	2.1876328303309168e-07	5.541173132846301e-07
upheave	2.1876328303309168e-07	8.311759699269452e-07
affil	2.1876328303309168e-07	8.311759699269452e-07
isas	2.1876328303309166e-06	2.7705865664231505e-07
airbill	4.3752656606618335e-07	2.7705865664231505e-07
yesturday	4.3752656606618335e-07	2.7705865664231505e-07
samplers	2.1876328303309168e-07	1.3852932832115753e-06
braillex	2.1876328303309168e-07	5.541173132846301e-07
ldshy	2.1876328303309168e-07	5.541173132846301e-07
yougift	2.1876328303309168e-07	8.311759699269452e-07
gorgon	2.1876328303309168e-07	1.9394105964962054e-06
accelerated	8.531768038290574e-06	3.6017625363500957e-06
rpeccary	2.1876328303309168e-07	5.541173132846301e-07
miantwe	2.1876328303309168e-07	5.541173132846301e-07
incrementar	2.1876328303309168e-07	5.541173132846301e-07
schlueter	4.3752656606618335e-07	2.7705865664231505e-07
season	8.13799412883101e-05	2.3272927157954466e-05
impoverish	2.1876328303309168e-07	2.2164692531385204e-06
jolla	4.3752656606618335e-07	1.3852932832115753e-06
wfwwp	2.1876328303309168e-07	5.541173132846301e-07
promissory	1.5313429812316417e-06	2.7705865664231505e-07
gbi	2.1876328303309168e-07	1.6623519398538903e-06
autome	2.1876328303309168e-07	8.311759699269452e-07
hubbard	6.56289849099275e-06	2.2164692531385204e-06
veut	2.1876328303309168e-07	5.541173132846301e-07
correnti	1.7501062642647334e-06	2.7705865664231505e-07
firmami	6.56289849099275e-07	2.7705865664231505e-07
kreasi	2.1876328303309168e-07	5.541173132846301e-07
brasiliapolymorph	2.1876328303309168e-07	5.541173132846301e-07
dli	2.1876328303309168e-07	5.541173132846301e-07
tally	2.4063961133640083e-06	1.3852932832115753e-06
2001121511	4.3752656606618335e-07	2.7705865664231505e-07
205569	4.3752656606618335e-07	2.7705865664231505e-07
xaeyalpw	2.1876328303309168e-07	5.541173132846301e-07
beter	4.3752656606618335e-07	1.1082346265692602e-06
cournot	4.3752656606618335e-07	2.7705865664231505e-07
populaires	2.1876328303309168e-07	5.541173132846301e-07
nevil	3.281449245496375e-06	2.7705865664231505e-07
pharmacia	6.56289849099275e-06	2.7705865664231505e-07
profitably	1.31257969819855e-06	1.9394105964962054e-06
demonstrated	9.406821170422941e-06	4.987055819561671e-06
worthington	1.7501062642647334e-06	2.2164692531385204e-06
reinsured	4.3752656606618335e-07	2.7705865664231505e-07
36751	4.3752656606618335e-07	2.7705865664231505e-07
ashton	1.0938164151654583e-06	5.541173132846301e-07
6223	3.718975811562558e-06	2.7705865664231505e-07
20010608440011	4.3752656606618335e-07	2.7705865664231505e-07
soyuz	2.1876328303309168e-07	5.541173132846301e-07
workmanlike	2.1876328303309168e-07	2.4935279097808355e-06
514849	4.3752656606618335e-07	2.7705865664231505e-07
prezentacje	1.0938164151654583e-06	2.7705865664231505e-07
texashillco	4.3752656606618335e-07	2.7705865664231505e-07
dans	2.1876328303309168e-07	1.1636463578977233e-05
scribe	2.1876328303309168e-07	2.7705865664231505e-06
sinclar	2.1876328303309168e-07	8.311759699269452e-07
contemplen	2.1876328303309168e-07	5.541173132846301e-07
remoove	2.1876328303309168e-07	8.311759699269452e-07
drivatives	4.3752656606618335e-07	2.7705865664231505e-07
loow	2.1876328303309168e-07	4.155879849634726e-06
jennie	2.1876328303309168e-07	2.4935279097808355e-06
gros	1.5532193095349507e-05	5.541173132846301e-07
blanc	2.1876328303309168e-07	1.5238226115327327e-05
sycophantic	2.1876328303309168e-07	1.9394105964962054e-06
phc	8.750531321323667e-07	5.541173132846301e-07
1853	8.750531321323667e-07	2.7705865664231505e-07
605598	4.3752656606618335e-07	2.7705865664231505e-07
entergas	4.3752656606618335e-07	2.7705865664231505e-07
ccnmatthews	2.1876328303309168e-07	8.311759699269452e-07
clzrvb	2.1876328303309168e-07	5.541173132846301e-07
flintlocktorpor	2.1876328303309168e-07	5.541173132846301e-07
5775	4.3752656606618335e-07	2.7705865664231505e-07
canela	2.1876328303309168e-07	1.9394105964962054e-06
lookin	2.1876328303309168e-07	1.1082346265692602e-06
wesco	3.500212528529467e-06	2.7705865664231505e-07
filicide	2.1876328303309168e-07	5.541173132846301e-07
aleksandra	8.750531321323667e-07	8.311759699269452e-07
dover	2.1876328303309168e-07	1.1082346265692602e-06
recruited	3.93773909459565e-06	1.3852932832115753e-06
shiacute	2.1876328303309168e-07	3.0476452230654656e-06
19040	2.1876328303309168e-07	5.541173132846301e-07
massif	2.1876328303309168e-07	1.3852932832115753e-06
8686	1.31257969819855e-06	2.7705865664231505e-07
jsanders	4.3752656606618335e-07	2.7705865664231505e-07
dmm	2.1876328303309168e-07	3.6017625363500957e-06
itelgua	2.1876328303309168e-07	5.541173132846301e-07
applyingour	2.1876328303309168e-07	5.541173132846301e-07
treatise	6.56289849099275e-07	2.7705865664231505e-07
2020	8.750531321323667e-07	4.987055819561671e-06
prim	2.1876328303309168e-07	1.3852932832115753e-06
fantom	2.1876328303309168e-07	5.541173132846301e-07
ftkjwrdo	2.1876328303309168e-07	5.541173132846301e-07
warbler	2.1876328303309168e-07	8.311759699269452e-07
iconoclast	2.1876328303309168e-07	1.1082346265692602e-06
ofi	2.1876328303309168e-07	5.541173132846301e-07
94168	2.1876328303309168e-07	1.9394105964962054e-06
90301	2.1876328303309168e-07	8.311759699269452e-07
ocean	1.0938164151654583e-05	1.8285871338392794e-05
cosponsor	2.1876328303309168e-07	4.709997162919356e-06
grazed	2.1876328303309168e-07	5.541173132846301e-07
695469	4.3752656606618335e-07	2.7705865664231505e-07
xtegymf	2.1876328303309168e-07	5.541173132846301e-07
escritos	2.1876328303309168e-07	1.3852932832115753e-06
detailsl	2.1876328303309168e-07	5.541173132846301e-07
hdigst	2.1876328303309168e-07	5.541173132846301e-07
mandola	1.968869547297825e-06	2.7705865664231505e-07
canale	2.1876328303309168e-07	8.311759699269452e-07
cqjxuck	2.1876328303309168e-07	5.541173132846301e-07
oxkrq	2.1876328303309168e-07	5.541173132846301e-07
insurrect	2.1876328303309168e-07	1.3852932832115753e-06
housing	7.656714906158208e-06	2.1056457904815946e-05
lusty	2.1876328303309168e-07	1.3852932832115753e-06
2533361	2.1876328303309168e-07	8.311759699269452e-07
miscalculated	8.750531321323667e-07	2.7705865664231505e-07
dnisew	2.1876328303309168e-07	5.541173132846301e-07
contents	4.375265660661833e-05	9.613935385488332e-05
powerpointl	6.56289849099275e-07	2.7705865664231505e-07
mencionar	2.1876328303309168e-07	5.541173132846301e-07
kaseweter	6.56289849099275e-07	2.7705865664231505e-07
pilate	2.1876328303309168e-07	1.1082346265692602e-06
xred	4.3752656606618335e-07	2.7705865664231505e-07
teleteam	4.3752656606618335e-07	2.7705865664231505e-07
digest	3.0626859624632834e-06	5.541173132846301e-06
703015	4.3752656606618335e-07	2.7705865664231505e-07
dutyfreesoft	2.1876328303309168e-07	8.311759699269452e-07
callthis	2.1876328303309168e-07	1.3852932832115753e-06
esa	8.531768038290574e-06	8.311759699269452e-07
laurine	2.1876328303309168e-07	5.541173132846301e-07
tpneeley	4.3752656606618335e-07	2.7705865664231505e-07
melita	1.0938164151654583e-06	2.7705865664231505e-07
trouve	2.1876328303309168e-07	8.311759699269452e-07
domke	4.3752656606618335e-07	2.7705865664231505e-07
hospede	2.1876328303309168e-07	8.311759699269452e-07
eury	6.56289849099275e-07	2.7705865664231505e-07
00421	2.1876328303309168e-07	8.311759699269452e-07
nihilist	2.1876328303309168e-07	2.4935279097808355e-06
eligible	2.0782511888143708e-05	2.410410312788141e-05
azerbaijan	6.56289849099275e-07	3.6017625363500957e-06
70549	4.3752656606618335e-07	2.7705865664231505e-07
castaneda	7.219188340092025e-06	5.541173132846301e-07
quitado	2.1876328303309168e-07	5.541173132846301e-07
currenlty	4.3752656606618335e-07	2.7705865664231505e-07
smelled	2.1876328303309168e-07	8.311759699269452e-07
643862	4.3752656606618335e-07	2.7705865664231505e-07
jaesoo	1.4219613397150958e-05	2.7705865664231505e-07
braved	4.3752656606618335e-07	2.7705865664231505e-07
masters	8.313004755257484e-06	2.1056457904815946e-05
guerriero	4.375265660661833e-06	2.7705865664231505e-07
gerfalcon	2.1876328303309168e-07	5.541173132846301e-07
haggety	4.3752656606618335e-07	2.7705865664231505e-07
huizenga	4.3752656606618335e-07	2.7705865664231505e-07
platillos	2.1876328303309168e-07	5.541173132846301e-07
nummulated	2.1876328303309168e-07	5.541173132846301e-07
convertir	2.1876328303309168e-07	5.541173132846301e-07
9712	1.7501062642647334e-06	5.541173132846301e-07
pepperoni	2.1876328303309168e-07	1.3852932832115753e-06
condescension	2.1876328303309168e-07	2.7705865664231505e-06
providencia	2.1876328303309168e-07	8.311759699269452e-07
embarrasing	2.1876328303309168e-07	5.541173132846301e-07
oelfbnr	2.1876328303309168e-07	5.541173132846301e-07
106292	4.3752656606618335e-07	2.7705865664231505e-07
sluggard	2.1876328303309168e-07	5.541173132846301e-07
council	1.6626009510514968e-05	1.0528228952407973e-05
dim	1.31257969819855e-06	3.6017625363500957e-06
ootwyykeu	2.1876328303309168e-07	5.541173132846301e-07
cianco	4.3752656606618335e-07	2.7705865664231505e-07
nikki	4.375265660661833e-06	2.4935279097808355e-06
playlists	2.1876328303309168e-07	5.541173132846301e-07
02138	6.56289849099275e-07	2.7705865664231505e-07
softweek	2.1876328303309168e-07	8.311759699269452e-07
choirmaster	2.1876328303309168e-07	1.3852932832115753e-06
demilio	2.1876328303309168e-07	5.541173132846301e-07
ballpark	5.2503187927942e-06	5.541173132846301e-07
pledge	1.7938589208713517e-05	6.926466416057877e-06
tesd	2.1876328303309168e-07	5.541173132846301e-07
lon	0.00039968051810145846	7.53599546067097e-05
olsom	2.1876328303309168e-07	3.6017625363500957e-06
hbzlic	2.1876328303309168e-07	5.541173132846301e-07
whiten	2.1876328303309168e-07	1.9394105964962054e-06
chemists	2.1876328303309168e-07	5.541173132846301e-07
synergene	2.1876328303309168e-07	5.541173132846301e-07
puclic	4.3752656606618335e-07	2.7705865664231505e-07
repermiting	4.3752656606618335e-07	2.7705865664231505e-07
licence	4.156502377628742e-06	5.541173132846301e-06
mccomb	2.1876328303309168e-07	5.541173132846301e-07
tombs	4.3752656606618335e-07	2.7705865664231505e-07
shakes	2.4063961133640083e-06	5.541173132846301e-07
schemat	4.3752656606618335e-07	2.7705865664231505e-07
alla	8.750531321323667e-07	2.7705865664231505e-07
iccas	2.1876328303309168e-07	8.311759699269452e-07
nafta	4.3752656606618335e-07	2.7705865664231505e-07
music	1.4000850114117867e-05	0.00014573285339385773
integrable	2.1876328303309168e-07	1.3852932832115753e-06
cgrwkbcjtniswoxa	2.1876328303309168e-07	8.311759699269452e-07
disloves	2.1876328303309168e-07	5.541173132846301e-07
curtainpasteur	2.1876328303309168e-07	5.541173132846301e-07
cppxesyg	2.1876328303309168e-07	5.541173132846301e-07
jwgmiykv	2.1876328303309168e-07	5.541173132846301e-07
mariposan	2.1876328303309168e-07	5.541173132846301e-07
ydl	2.1876328303309168e-07	5.541173132846301e-07
protject	2.1876328303309168e-07	5.541173132846301e-07
0704	2.1876328303309168e-07	5.541173132846301e-07
forrest	4.3752656606618335e-07	3.6017625363500957e-06
mcnealy	4.3752656606618335e-07	2.7705865664231505e-07
veritas	8.750531321323667e-07	2.7705865664231505e-07
zfmuhlpimg	2.1876328303309168e-07	8.311759699269452e-07
0693	4.3752656606618335e-07	2.7705865664231505e-07
jpwest	4.3752656606618335e-07	2.7705865664231505e-07
accumulating	1.0938164151654583e-06	1.9394105964962054e-06
phfkgmp	2.1876328303309168e-07	5.541173132846301e-07
milam	6.56289849099275e-07	2.7705865664231505e-07
navigator	3.500212528529467e-06	2.7705865664231505e-06
chiron	1.0938164151654583e-06	2.7705865664231505e-07
mileposts	4.3752656606618335e-07	2.7705865664231505e-07
ziaukxfyu	2.1876328303309168e-07	5.541173132846301e-07
jsqwo	2.1876328303309168e-07	5.541173132846301e-07
hguzfh	2.1876328303309168e-07	8.311759699269452e-07
horton	1.4875903246250232e-05	1.9394105964962054e-06
committees	1.2469507132886224e-05	3.0476452230654656e-06
homeowners	1.31257969819855e-06	2.465822044116604e-05
trondheim	2.1876328303309168e-07	5.541173132846301e-07
evans	1.5532193095349507e-05	5.541173132846301e-06
beenthere	2.1876328303309168e-07	8.311759699269452e-07
representativeness	2.1876328303309168e-07	5.541173132846301e-07
zxreqklpd	2.1876328303309168e-07	5.541173132846301e-07
01989374546	2.1876328303309168e-07	5.541173132846301e-07
sapex	2.1876328303309168e-07	1.1082346265692602e-06
falsity	2.1876328303309168e-07	5.541173132846301e-07
fern	2.1876328303309168e-07	1.6623519398538903e-06
rechazadas	2.1876328303309168e-07	5.541173132846301e-07
willie	8.313004755257484e-06	8.311759699269452e-07
2002010910	4.3752656606618335e-07	2.7705865664231505e-07
mantlepiece	2.1876328303309168e-07	8.311759699269452e-07
webcams	2.1876328303309168e-07	3.0476452230654656e-06
4550	6.56289849099275e-07	2.2164692531385204e-06
manfred	3.0626859624632834e-06	3.3247038797077806e-06
unary	2.1876328303309168e-07	2.2164692531385204e-06
gzol	2.1876328303309168e-07	5.541173132846301e-07
investing	2.6251593963971e-05	0.00036488625079792895
schultz	1.4000850114117867e-05	2.4935279097808355e-06
uncooperative	6.56289849099275e-07	2.7705865664231505e-07
twitching	2.1876328303309168e-07	5.541173132846301e-07
corralled	2.1876328303309168e-07	2.2164692531385204e-06
vivitar	2.1876328303309168e-07	1.1082346265692602e-06
beca	2.1876328303309168e-07	8.311759699269452e-07
disagreed	1.968869547297825e-06	2.7705865664231505e-07
9835	1.5313429812316417e-06	1.6623519398538903e-06
unconstitutional	4.3752656606618335e-07	2.7705865664231505e-07
steel	3.7408521398658676e-05	3.0476452230654655e-05
leningrad	2.1876328303309168e-07	1.1082346265692602e-06
onpsby	2.1876328303309168e-07	5.541173132846301e-07
1228	4.3752656606618335e-07	2.7705865664231505e-07
rvgdc	2.1876328303309168e-07	5.541173132846301e-07
ciaf	2.1876328303309168e-07	5.541173132846301e-07
areahotels	4.3752656606618335e-07	2.7705865664231505e-07
holdenbiddy	2.1876328303309168e-07	5.541173132846301e-07
interferingly	2.1876328303309168e-07	5.541173132846301e-07
lott	1.5313429812316417e-06	1.1082346265692602e-06
sxn	1.5313429812316417e-06	2.7705865664231505e-07
cixat	2.1876328303309168e-07	5.541173132846301e-07
antiterror	6.56289849099275e-07	2.7705865664231505e-07
fuliy	2.1876328303309168e-07	6.372349102773247e-06
qnu	2.1876328303309168e-07	5.541173132846301e-07
elaborating	1.0938164151654583e-06	2.7705865664231505e-07
kidnapped	2.1876328303309168e-07	3.0476452230654656e-06
ornamentals	2.1876328303309168e-07	5.541173132846301e-07
12528	2.1876328303309168e-07	5.541173132846301e-07
mjermakl	6.56289849099275e-07	2.7705865664231505e-07
xtqfwkz	2.1876328303309168e-07	5.541173132846301e-07
botanists	6.56289849099275e-07	2.7705865664231505e-07
reanalyse	4.3752656606618335e-07	2.7705865664231505e-07
centro	2.1876328303309168e-07	1.1359404922334918e-05
dgn	2.1876328303309168e-07	5.541173132846301e-07
naplb	2.1876328303309168e-07	5.541173132846301e-07
vrt	2.1876328303309168e-07	5.541173132846301e-07
dorty	2.1876328303309168e-07	5.541173132846301e-07
